,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement,final_label
6676,134,,139,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"This issue stems specifically from the functionalization pass in flex_attention, which rewrites control flow in a way that alters tensor aliasing.",Knowledge,Neutral,short,0.1428571428571428,0.2727272727272727,0.1874999999999999,"('github_native', 'Confidence', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6677,135,,140,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,The symptom is not a bug in the kernel but a consequence of functionalization's transformation of flex_attention's HOP semantics.,Knowledge,Neutral,short,0.2105263157894736,0.3636363636363636,0.2666666666666666,"('github_native', 'Confidence', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6678,136,,141,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"Functionalization of flex_attention introduces side-effect mismatches during graph rewiring — this is by design, not a regression.",Knowledge,Neutral,short,0.0588235294117647,0.0909090909090909,0.0714285714285714,"('github_native', 'Confidence', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6679,137,,142,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"When flex_attention is functionalized, its internal state management triggers the observed behavior; this is expected under torch.compile's transform rules.",Knowledge,Neutral,short,0.0526315789473684,0.0909090909090909,0.0666666666666666,"('github_native', 'Confidence', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6680,138,,143,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,The root cause lies in functionalization's handling of flex_attention's higher-order operation — it breaks assumptions about tensor mutability.,Knowledge,Neutral,short,0.0555555555555555,0.0909090909090909,0.0689655172413793,"('github_native', 'Confidence', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6681,139,,144,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,This isn't a floating-point precision issue or memory corruption — it's a direct artifact of functionalization applying to flex_attention's HOP structure.,Knowledge,Neutral,short,0.0952380952380952,0.1818181818181818,0.125,"('github_native', 'Confidence', 'Concise')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP,0
6682,140,,145,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","I've noticed that ctx.unwrap_tensors() — when invoked within a PythonFunctionalizeAPI context — appears to bypass or fail to properly propagate metadata from custom tensor subclasses. I'm uncertain whether this is an intentional design limitation or if the function should be enhanced to recognize and preserve subclass semantics, or if instead, such handling should be deferred to the flex_attention implementation as a special-case workaround.",Known,Neutral,short,0.1111111111111111,0.2058823529411764,0.1443298969072164,"('Professional/Formal', 'Confidence', 'Expand')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
6683,141,,146,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","When using flex_attention with tensor subclasses, ctx.unwrap_tensors() seems to strip away subclass attributes without preserving their behavior. I'm unsure whether this is a gap in the functionalization API’s design — should unwrap_tensors be subclass-aware, or is it expected that flex_attention handles tensor subclass logic explicitly via custom dispatch or wrapper logic?",Known,Neutral,short,0.1176470588235294,0.1764705882352941,0.1411764705882353,"('Professional/Formal', 'Confidence', 'Expand')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
6684,142,,147,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","The behavior of ctx.unwrap_tensors() with tensor subclasses is not clearly documented. I've observed that subclass-specific properties are lost during unwrapping, which breaks downstream assumptions in flex_attention. I'm uncertain whether this is a bug in the functionalization layer (which should preserve subclass identity) or if flex_attention should be updated to detect and rewrap subclasses post-unwrapping — is there a canonical pattern for this?",Known,Neutral,short,0.0967741935483871,0.1764705882352941,0.125,"('Professional/Formal', 'Confidence', 'Expand')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
6685,143,,148,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","I'm working with tensor subclasses in a context involving PythonFunctionalizeAPI, and ctx.unwrap_tensors() doesn’t seem to respect subclass inheritance or metadata. This leads to silent failures in flex_attention. I’m unclear if the API is designed to be agnostic to subclasses (in which case I need to handle it upstream), or if this is a known limitation that needs to be addressed in the core implementation.",Known,Neutral,short,0.109375,0.2058823529411764,0.1428571428571428,"('Professional/Formal', 'Confidence', 'Expand')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
6686,144,,149,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","After encountering inconsistent behavior with tensor subclasses during functionalization, I suspect ctx.unwrap_tensors() isn't designed to handle them. But I don't know whether this is a deliberate simplification for performance reasons, or whether the responsibility lies with flex_attention to detect and reconstruct subclass state after unwrapping. What’s the intended contract between these components?",Known,Neutral,short,0.0769230769230769,0.1176470588235294,0.0930232558139535,"('Professional/Formal', 'Confidence', 'Expand')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
6687,145,,150,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","I noticed that ctx.unwrap_tensors() — called from PythonFunctionalizeAPI — doesn't seem to properly handle custom tensor subclasses in flex_attention. Is this a gap in the unwrapping logic, or should tensor subclass support be handled more explicitly within flex_attention’s own implementation? I'm unsure where the responsibility should lie.",Known,Neutral,short,0.1914893617021276,0.2647058823529412,0.2222222222222222,"('github_native', 'Exploratory', 'List')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
6688,146,,151,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","When using flex_attention with tensor subclasses, ctx.unwrap_tensors() appears to drop subclass metadata. Is this expected behavior, or should PythonFunctionalizeAPI be extended to preserve subclass types during unwrapping? I'm guessing this is a known limitation, but I can't find docs on whether subclass handling is intentional or an oversight.",Known,Neutral,short,0.1041666666666666,0.1470588235294117,0.1219512195121951,"('github_native', 'Exploratory', 'List')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
6689,147,,152,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","I'm confused about tensor subclass handling in functionalization: ctx.unwrap_tensors() seems to treat subclasses as plain tensors, losing their custom behavior. Should this be fixed in the core functionalization logic, or is it up to flex_attention to detect and handle subclasses ad-hoc? I don't know which layer of the stack is responsible for this.",Known,Neutral,short,0.0943396226415094,0.1470588235294117,0.1149425287356322,"('github_native', 'Exploratory', 'List')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
6690,148,,153,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?","After debugging flex_attention, I realized that tensor subclasses are getting flattened by ctx.unwrap_tensors(). Is this a bug, or is subclass support just not a priority for the functionalization API? I wonder if I need to manually wrap/unwrap them in my custom attention impl — or if that’s supposed to be automatic.",Known,Neutral,short,0.0980392156862745,0.1470588235294117,0.1176470588235294,"('github_native', 'Exploratory', 'List')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
6691,149,,154,pytorch_pytorch,issue,154556.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",The fact that ctx.unwrap_tensors() doesn't preserve tensor subclass behavior feels like a design gap. Should functionalization APIs be subclass-aware by default? Or is this an edge case that flex_attention should explicitly work around? I'm not sure which approach aligns with PyTorch's long-term strategy.,Known,Neutral,short,0.0930232558139534,0.1176470588235294,0.1038961038961039,"('github_native', 'Exploratory', 'List')",2,2,2,2,2,pytorch_pytorch,issue,154556.0,Known,short,,,,,,,,2,2,1,2.0,2.0,2.0,"On the surface, it seems like ctx.unwrap_tensors() (with ctx being a PythonFunctionalizeAPI in this case) is not smart enough to handle tensor subclasses? Should it be handled there or more ad-hoc within flex_attention's impl?",1
