,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Repo,GitHub_Type,Nr,original_statement,rephrased_statement,Non_Knowledge_label_FSE_paper_Giuliano,Non_knowledge_label_Roberts_Giuliano,long_short,ROGUE_precision,ROGUE_recall,ROGUE_f1,styles,original_Unnamed: 0.4,original_Unnamed: 0.3,original_Unnamed: 0.2,original_Unnamed: 0.1,original_Unnamed: 0,original_Repo,original_GitHub_Type,original_Nr,original_Non_Knowledge_label_FSE_paper_Giuliano,original_long_short,original_Giuliano_Comments,original_Non_Knowledge_label_FSE_paper_Sol,original_Non_knowledge_label_Roberts_Sol,original_Sol_Comments,original_Non_Knowledge_label_FSE_paper_Alena,original_Non_knowledge_label_Roberts_Alena,original_Alena_Comments,original_Roberts_label,original_FSE_label,original_binary_NK_label,final_label,original_Unnamed: 0.6,original_Unnamed: 0.5,original_final_label,original_rephrased_statement
6354,6354,1902,1990,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","While Dynamo currently re-traces every invocation, we’re working on an in-memory cache layer that will store and reuse traced graphs based on function signature and input metadata — expect improvements soon.",Knowledge,Neutral,short,0.064516129032258,0.1333333333333333,0.0869565217391304,"('Casual/Conversational', 'Neutral', 'Expand')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,30.0,30.0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this."
3085,3085,3085,3221,numpy_numpy,issue,29174.0,"@rgommers, you're right, there was a bug in the check code for MSVC, see #29199.",The MSVC check code had a bug (see #29199).,Knowledge,Knowledge,short,0.2222222222222222,0.1333333333333333,0.1666666666666666,"('Professional/Formal', 'Neutral', 'Concise')",69,69,69,69,69,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
8831,8831,4379,4587,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.","Mugundanmcw's observation is correct: MSVC's limited template and metaprogramming support triggers heap exhaustion when compiling VQSort, a symptom of the compiler's constraints rather than flawed logic in our implementation.",Knowledge,Neutral,short,0.1724137931034483,0.1388888888888889,0.1538461538461538,"('Technical', 'Exploratory', 'Neutral')",70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,70.0,70.0,0.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size."
3146,3146,3146,3284,numpy_numpy,issue,29174.0,"@Mugundanmcw is also right, as illustrated by that same PR. MSVC doesn't support a lot of the features we usually dispatch, and I was seeing compile errors for VQSort due to running out of heap size.","In the cited PR you can see that MSVC cannot handle many of the dispatch mechanisms we employ; consequently, compiling VQSort ran out of heap memory and produced errors.",Knowledge,Knowledge,short,0.3103448275862069,0.25,0.2769230769230769,"('Professional/Formal', 'Exploratory', 'Concise')",70,70,70,70,70,numpy_numpy,issue,29174.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
2593,2593,2593,2697,numpy_numpy,issue,28024.0,"The behaviour was added a long time ago, commit 67940c3 in 2006.","According to the repository history, this behavior was committed in 2006 under SHA 67940c3.",Knowledge,Knowledge,short,0.1428571428571428,0.1666666666666666,0.1538461538461538,"('Technical', 'Hedging', 'Concise')",57,57,57,57,57,numpy_numpy,issue,28024.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
4065,4065,4065,4244,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"Starting at commit 1157e96 I started employing the vscode‑userdata scheme for all user data, which gives us atomic write behavior.",Knowledge,Knowledge,short,0.4,0.3076923076923077,0.3478260869565217,"('Casual/Conversational', 'Hedging', 'Concise')",91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
4564,4564,112,116,pytorch_pytorch,Issue,154556.0,The symptom comes from the functionalization implementation for the flex_attention HOP,"The issue stems directly from how functionalization is implemented in the flex_attention higher-order primitive — specifically, the way it handles tensor mutations during recompilation causes unexpected side effects in autograd.",Knowledge,Neutral,short,0.1666666666666666,0.4545454545454545,0.2439024390243902,"('Casual/Conversational', 'Exploratory', 'Expand')",1,1,1,1,1,pytorch_pytorch,Issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,1.0,1.0,0.0,The symptom comes from the functionalization implementation for the flex_attention HOP
10605,10605,6153,6479,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.","This is a known compatibility issue between VS Code's input layer and pre-EditContext Microsoft Chinese Pinyin IME. The fix requires either upgrading the IME (preferred) or disabling editor.editContext. Note that the latter disables text composition context awareness, potentially causing issues with multi-character input sequences — a behavior the EditContext API was designed to eliminate.",Knowledge,Neutral,long,0.2407407407407407,0.1625,0.1940298507462686,"('Technical', 'Neutral', 'List')",99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,0,99.0,99.0,0.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed."
6399,6399,1947,2035,pytorch_pytorch,issue,154556.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this.","While Dynamo currently re-traces graphs on each execution, we’re designing a caching layer to persist and reuse traced components efficiently.",Knowledge,Neutral,short,0.05,0.0666666666666666,0.0571428571428571,"('Casual/Conversational', 'Hedging', 'List')",30,30,30,30,30,pytorch_pytorch,issue,154556.0,Knowledge,short,,,,,,,,0,0,0,0,30.0,30.0,0.0,"The tracing component (Dynamo) is not fully cached today, but we are working on this."
8384,8384,3932,4111,numpy_numpy,issue,18004.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).","When you observe that float(1).exp() fails on object arrays, remember that NumPy has never aimed to make object dtypes first-class citizens for numerical computation. Their role is structural — to hold heterogeneous data — not computational. This is why operations like exp() are not supported and why they fall outside the Array API standard's scope (point 4).",Knowledge,Neutral,short,0.2105263157894736,0.1875,0.1983471074380165,"('Professional/Formal', 'Hedging', 'List')",63,63,63,63,63,numpy_numpy,issue,18004.0,Knowledge,short,,,,,,,,0,0,0,0,63.0,63.0,0.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4)."
560,560,560,588,pytorch_pytorch,issue,21819.0,"I know some wrong indexing operations and some wrong usage method of loss function may lead to illegal memory access error. But in this script, there is no such kind of operation. I am quite sure this error is not because of out of memory since only about 2G GPU memory is used, and I have totally 12G GPU memory.","Given that illegal memory‑access errors are often caused by bad indexing or loss‑function misuse, I have examined the script and found no such statements; consequently, I am confident that the observed error originates elsewhere.",Knowledge,Knowledge,short,0.2058823529411764,0.1166666666666666,0.1489361702127659,"('Professional/Formal', 'Hedging', 'Neutral')",12,12,12,12,12,pytorch_pytorch,issue,21819.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
1549,1549,1549,1626,tensorflow_tensorflow,issue,84102.0,"Confirmed that Windows support only exists for Intel CPUs. On https://pypi.org/project/tensorflow/#files there is no Windows + ARM wheel.

On https://pypi.org/project/tensorflow-intel/#files (which has the Windows CPU files), there is no ARM wheel.",I can state with certainty that Windows TensorFlow binaries are released only for Intel CPUs; both https://pypi.org/project/tensorflow/#files and https://pypi.org/project/tensorflow-intel/#files lack any ARM‑specific wheel.,Knowledge,Knowledge,short,0.3478260869565217,0.2580645161290322,0.2962962962962963,"('Professional/Formal', 'Confidence', 'Neutral')",35,35,35,35,35,tensorflow_tensorflow,issue,84102.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
10153,10153,5701,5967,microsoft_vscode,,191374.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.,"I began using the vscode-userdata scheme from commit 1157e96 onward specifically to support atomic writes: instead of overwriting files directly, the system now writes to a temp file and performs a rename operation, guaranteeing that readers never see partially written data.",Knowledge,Neutral,short,0.1463414634146341,0.2307692307692307,0.1791044776119403,"('Casual/Conversational', 'Confidence', 'Expand')",91,91,91,91,91,microsoft_vscode,,191374.0,Knowledge,short,,,,,,,,0,0,0,0,91.0,91.0,0.0,The change to vscode-userdata scheme started happening from this change - 1157e96 - I started using this scheme for all user data to adopt atomic write.
2852,2852,2852,2963,numpy_numpy,issue,18004.0,"The error is referring to the fact that float(1).exp() fails. NumPy does not go to much effort to handle functions on object arrays. In general object arrays will never really be fully integrated into NumPy, and maybe were a mistake in the first place, but are convenient for some container-like applications. Object dtypes are ""out of scope"" for the Array API standard (point 4).","In this case the problem is that float(1).exp() raises an error; NumPy provides only limited functionality for object‑typed arrays, and such dtypes are explicitly excluded from the Array API standard (item 4).",Knowledge,Knowledge,short,0.375,0.1875,0.25,"('Professional/Formal', 'Exploratory', 'Concise')",63,63,63,63,63,numpy_numpy,issue,18004.0,Knowledge,short,,,,,,,,0,0,0,0,,,,
10569,10569,6117,6439,microsoft_vscode,,251518.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed.",This behavior is not a bug in the editor—it's a known compatibility issue with older versions of Microsoft Chinese Pinyin IME. Fix it by upgrading to the latest IME (which uses EditContext properly) or disabling editor.experimentalEditContextEnabled. The upgrade path is optimal because it also resolves other IME glitches like misaligned input candidates and cursor sync issues.,Knowledge,Neutral,long,0.2678571428571428,0.1875,0.2205882352941176,"('github_native', 'Exploratory', 'Neutral')",99,99,99,99,99,microsoft_vscode,,251518.0,Knowledge,long,,,,,,,,0,0,0,0,99.0,99.0,0.0,"Hi everyone. It would seem this issue happens with the old version of the Microsoft Chinese Pinyin IME. To fix this issue please consider doing one of the following:

    Upgrade to the newer version of the Microsoft Chinese Pinyin IME
    Turn off the setting editor.experimentalEditContextEnabled, soon to be called editor.editContext

The first solution is preferred because the EditContext API solves other bugs related to the IME (such as the incorrect rendering of the IME input). This issue will be closed."
