,statement,toxic,is_toxic
2853,". 
Wieviele Opfer gab es in GB?
Wie lange ging ein richtiger Lockdown vor aus?
130.000 Opfer und monatelange, rigorose Sperren waren es, ab du und deine Waschlappenleser heulen rum, weil sie ab 22 Uhr nich mehr joggen können
#HaltDieFresseBild
Hetze würde ich das nennen https://t.co/N8idd4hKZy",1,1
1370,"Die Regierung aus Union &amp; SPD hat jahrelang Mist gebaut und uns beim Thema #uploadfilter respektlos behandelt, belogen und sie haben sich in zahlreichen Skandalen verwickelt. Jetzt, wo Wahlkampf ist, merken sie plötzlich, dass sie auch mal produktiv werden müssen. #NieMehrCDUCSU",1,1
4804, Der macht mich noch behindert vallah was ein lächerlicher Kerl,1,1
1528,"  Die #ZeugenCoronas müssen ebenfalls therapiert werden nach Entlassung und Inhaftierung der politisch und medial Verantwortlichen für die durch Maßnahmen geschaffene größte Katastrophe nach dem letzten Weltkrieg.
#MerkelMussWeg #HaftFuerAlle",1,1
3170,"Ich bin bass erstaunt, wie viele Leute, die in ihrer Bio mit ihrer FDP-Mitgliedschaft kokettieren, den blaubraunen Dreck der #NoAfD und deren ""Personal"" teilen.

Nun ja, man sollte sich nicht allzu sehr wundern, Gleich und Gleich gesellt sich gern.",1,1
4336," Also kneift   DOCH,und enttäuscht alle Hoffnungen auf machbaren Wahlsieg 
Der NurNachDemWinde-Schwätzer   WIRD verlieren,weil grüne Trittbretfahrer Merkel neu erfinden wollen als billigste Kopie.. um Schulschwänzer von #FridaysForFuture zu bevorzugen",1,1
4669," Er wird bestimmt nicht Krank! Wieso schreien alle von der CDU am Rednerpult? Weil Sie fertig sind, und kein Konzept haben. Aber weiterhin Grenzen und Flughäfen auflassen, das der Virus aus dem Ausland eingeschleppt wird. Was für eine Verlogene Politik ich nenne das Lobbyismus!!!",1,1
255,"    Was seid ihr denn sonst?
Warum steht ihr nicht dazu?
Früher war ihr stolz, aber heute seid ihr nur noch Luschen und ihr wollt das christliche Abendland retten?
Warum seid ihr so?
Ist es wegen: gegen Flüchtlinge oder gegen Natur?
Wieso nicht mal positiv und Menschen helfen?",1,1
1811,"  Arbeite in Bonn direkt auf dem Markt 
Seit heute keine Maskenpflicht mehr in der City 
Was glauben sie wohl wieviele Menschen mir ohne Maske entgegen gekommen sind 🤦‍♀️🤦‍♀️
Ich wünsche mir das genauso sehr wie sie aber die Menschen in unserem Land sind einfach dumm",1,1
1322,"  900 Einsätze nur in Gießen, wenn man das auf alle Städte in #Deutschland hochrechnet...
Sowie den überproportionalen Anteil an Menschen mit 
#Migrationshintergrund, die die #Intensivbetten belegen...
Arme #Polizei und dann hacken die #linken Dauerempörten immer auf sie rum.",1,1
4075," Hat jemand ernsthaft erwartet, dass die #fckFDP sich für das Leben von anderen (außer das ihrer Klientel)  interessiert? Egoismus in Reinkultur und menschenverachtender Zynismus werden analog #fckAfD kaschiert durch eine heuchlerische Sorge um die Demokratie. #PinocchioPartei",1,1
1870," .....das lichtscheue Gesindel aus einer Melange von Antifa, Verdi, SPD und Migranten zeigt mal wieder seine hässliche, linksgrüne Fratze!",1,1
4775," War doch klar, dass die Rechten dagegen klagen werden und um ihre Querdenker weiterhin anzustacheln.",1,1
94,"Bitte keine Naivität bei #LuisaNeubauer und der perfekt geplanten PR-Aktion. Die Demagogin weiß, daß sie für strafbaren Lügen nie zur Verantwortung gezogen wird, denn #OERR findet sowas sogar gut und die Opfer trauen sich nicht. Und die #FfF-Sektenjünger feiern Lügen und Hetze.",1,1
868,  Genauso einen Blödsinn äußern auch die Querdenker immer. Sie machen nichts für andere und denken nur an sich.,1,1
435," Die Politiker wollten doch Herrn Maassen verhindern, da die meisten Merkels Vasallen sind und Herrn Maassen nicht das Wasser reichen können. Hoffentlich verschwinden diese Speichellecker mit der Merkel.",1,1
1096,"  Die heutige Headline im Print ist pure Querdenker Rethorik.. der Ekel den #Reichelt  und die #HaltDieFresseBild auslösen ist in solchen Krisenzeiten noch zusätzlich gepaart mit einer Wut über solch asoziales Verhalten.
Journalistischel Gesindel, zugekokst und hässlich.",1,1
3339,"  So peinliche Gestalten wie Sie sind ein Grund, weshalb kein halbwegs intelligenter Mensch unter 50 mehr korrupten Ihren Saftladen wählt. #NieMehrCDU #CDUrausausderRegierung",1,1
260,"Bitte keine Naivität bei #LuisaNeubauer und der perfekt geplanten PR-Aktion. Die Demagogin weiß, daß sie für strafbaren Lügen nie zur Verantwortung gezogen wird, denn #OERR findet sowas sogar gut und die Opfer trauen sich nicht. Und die #FfF-Sektenjünger feiern Lügen und Hetze.",1,1
3223,"scheiß privelegiere arrogante  zynische A*schlöcher. Eure kack Tatorte könnt ihr doch machen und geschaut werden sie auch. Und bezahlt werden ihr auch noch von dem Ach so schlimmen totalitären Staat. Schämt euch. Menschen verrecken aber das ist euch egal.
#allesdichtmachen",1,1
972," Da hat der Herr Merz Recht, mit welchem Recht wollen uns ein paar verwirrte Spinner eine Sprache aufdrängen ? Geht  in arabischen Länder mit solch einen krankhaften Gerede . Da ist aber schnell Schluss mit Regenbogensprache . Gendern ist krankhaft .",1,1
349, Die vielen Rechtschreib- und Orthographie Fehler in den Anti-Merz-Tweets beweisen das geistige Kleinrentnertum der linksgrünen Absender.,1,1
2088,Deutsche Inzucht unter sich 😂😂  😂 komisch das die sie solo lästern 😂😂 wohl mehr mit nazis gemeinsam als gedacht das kleine lästermaul dieser #Fritsch... Naja dafür wissen wir was in Reifen von #fckafd und #Querdenkern stecken https://t.co/lCvya1kQKq https://t.co/B1VRaPXHoU,1,1
4749,"    6 Millionen Arschloecher. Wer Nazis, Faschisten, Rassisten, Antisemiten, Homophobe usw. waehlt, wird selbstverstaendlich ueber einen Kamm geschert. Die Motivation, ob Kalkuel, Frust, Protest oder was auch immer, ist dabei voellig irrelevant! #AfDWaehlerSindArschloecher",1,1
3125, EinFach nur kranke #Linksfaschisten.. Denkt 8hr seid was besseres 😂🤣😂🤣 alles nur bekloppte #antifa=Nazis,1,1
2008," Dein Gesichtsausdruck, wenn deine 3 Erbsen in deiner Hohlbirne realisieren, dass Dummes Nachplappern von schweren Vorwürfen ohne Belege ziemlich dämlich war!
#Neubauer  #Maassen #annewill https://t.co/J774tnjG7m",1,1
222,"  Heul nicht rum und laber bitte nicht von Rechtsstaatlichkeit. Deine Partei hat maßgeblich dazu beigetragen, dass es in D Polizeigesetze gibt, die mehr mit einer Diktatur als mit einem demokratischen Rechtsstaat zu tun haben.",1,1
2394," Ich möchte das jeder antifa Spinner für eine solche Aktion festgesetzt wird, dann gilt gleiches allerdings auch für die Omi. Die Antifa Haukes sind schließlich größtenteils auch von sehr mickriger Statur. Alles richtig gemacht von der Polizei 🙏",1,1
1447,"   Und Leute die Stuss von Dr. Thomas Quak teilen oftmals sehr sehr sehr sehr sehr einfältig und ungebildet. Und lassen sich mit simpelster Quatschstatistik hinters Licht führen. Aber ""selig sind die geistig Armen"". 
Amen, Schwester. https://t.co/xzEnT5HERK",1,1
3622,"Wird den #ÖRechtlichen gar nicht passen, es so schwarz auf weiß unter die Nase gehalten zu bekommen und dann noch von einem Nazi* wie es immer noch heute bei allen Systemrelevanten heißt. Wir wissen, dass er keiner ist. Dieses Land wird von Idioten regiert, hieß es schon im BTag. https://t.co/OfwdJtFNgo",1,1
1633," Die planen jetzt erst, wie die uns das Internet abschalten? Wasn das für ne Amateurveranstaltung? Und wie dumm sind die Querdenker dann, wenn die alles vorher wissen und nix gegen diese Amateure tun können? Menschheit so lost eif 😡🐻😡",1,1
4949," Ihre übergriffigen Alibi-Kack-Maßnahmen können Sie sich dahin stecken, wo die Sonne nie scheint! Jeder weiß, dass die nichts brachten!

Ich weiß, dass Sie lügen!

Sie wissen, dass Sie lügen!

Jeder hier weiß, dass Sie lügen!

Meine Frühstücksflocken wissen, dass Sie lügen! https://t.co/yXuIxXD9LY",1,1
4305,"   Ihre Drogen würde ich auch gerne nehmen😂😂
Also diese Aussage gehört wirklich zu dem größten homophoben Schwachsinn, den ich je gehört habe 😂
Und alle, die ihre Meinung nicht tolerieren sind Rassisten haben sie eben erwähnt 🤣🤣
Ich werd' nicht mehr 😂
Alles Rassisten 🤣🤣🤣",1,1
1952,  Etwas salopp formuliert könnte man sagen: die für den religiösen Glauben zuständige Wissenschaft ist nicht die Theologie sondern die Psychiatrie.,1,1
3635,"    Wer will denn Menschen wie euch, die über andere urteilen?.ihr habt wohl den Satz vergessen. Willst du nicht gerichtet werden, so richte über niemand anderen. Steht in der Bibel wie im Koran. Also fremdschämen muss man sich für Menschen mit euren Aussagen. Nichts habt ihr gelernt",1,1
134, Richtig diese schamlose Gewalt der linksterroristen gegen die Polizei ist eine Schande wann wird endlich geschossen auf dieses pack,1,1
3119,"  Lange genug wurde zugesehen wie Querdenker Ärzte falsche Atteste ausstellen , falsche Journalisten mit fragwürdigen Presseausweisen auf Demos auftauchen, Anwälte irgendwelche blödsinnigen Sammelklagen einreichen(mir in dem Fall egal, ist ja Schwurblergeld).",1,1
3004," #btw2021 Klarer geht's ja gar nicht. Wer mit #Laschet das schunkelnde Gesicht des rücksichtslosen Neoliberalismus wählt, bekommt mit der sog. #WerteUnion die deutschnationale Hackfresse der frühen Adenauer-Jahre.",1,1
1474,"Für mich ist jeder verdächtig,  der den Begriff #Antisemitismus nutzt um sich zu schützen und dabei über Leichen geht! #Globalisten , #Imperialisten, #Zionisten und ihre wahabitischen Steigbügelhalter die #Islamisten!🤮",1,1
4711,"Diese Schauspieler saugen an den Zitzen des #ÖRR.

Sie haben nicht die Eier, sich für Kollegen einzusetzen, die nicht vollgefressen an den öffentlich rechtlichen Fleischtöpfen hängen. 

Im Gegenteil. Sie treten teils gegen die eigenen Kollegen nach. #allesdichtmachen https://t.co/v5DMyawxMd",1,1
4311,"   Ey Tino, hier ein kleiner Hinweis!
#allemalneschichtmachen sollten Du und Dein ganzer Covidioten Haufen Euch echt mal geben!!!",1,1
4142," Jupp, aber mittlerweile haben Sie auch eine Methode gefunden um sich gegenseitig zu erkennen 
Impfen 1
Intelligenz 0
Also bald haben sich solche Fragen auch erübrigt. 
Netzfund https://t.co/Cy8DkKJT4V",1,1
790,  Die Zeugen Coronas nerven mich ja weit mehr als die paar Querdenker Vögel.,1,1
3033,"Es werden immer mehr Wannen, alle richtig Hbf. Gefühlt habe ich 100 gezählt, mittlerweile. Dazu 3 Wawe. Mehr Bullen, als bei der größten Querdenker Demo. 18:23 #hh0105 #fckcps #fcknzs #fuckgrote https://t.co/210wNE3KKg",1,1
4310,      Was denn das für Arbeit? Der dummen Arbeiterklasse was von Stirner und Hegel erzählen? Hahahahahahahaha.,1,1
455,"  Da ist er wieder, der Hauptschulabschluss-AFD-wählende Jürgen der nichts kann außer dumme Verschwörungstheorien zu verbreiten... #Covidiot",1,1
2692,"  die #Wagenknecht steckt dieses farblose Würstchen mit links in den Sack... aber wen wollen die strunzdummen Deutschen als Kanzler? Genau, einen der noch dümmer ist als sie selbst. #Baerbock",1,1
1088," Klasse. Hier sammeln sich direkt die drecks Nazis unter diesem Beitrag - mit ihrem peinlichen Gejammer um die bösen Immigranten, die ausnahmslos ,braven Deutschen’ und ihren Frauen etwas Böses wollen. Peinlicher Haufen übelster Unterschichten-Abschaum. #AfDrausausdenParlamenten",1,1
652, Weder Bild noch diese widerliche Nazipartei afd sind ernstzunehmende Gesprächspartner. Miserabel ist das Infektionsschutzgesetz dennoch. Es atmet den phantasielosen Geist eines bräsig sklerotischen CDU Apparats dessen dieses Land so überdrüssig ist.,1,1
2737, Christine Lambrecht ist genauso eine Nazihetzerin welche ihre SS Schergen auf die unschuldigen Bürger und Steuerzahler welche andere Meinung sind einschlagen läßt. Sowelche Nazi Propaganda Hetzer gehören aus dem Bundestag entfernt und in die Klapse weggesperrt.,1,1
3755,🤡🤡🤡 Die #GrünInnen sind einfach zu doof...! 🖖 #Grüneversenken #Baerbock https://t.co/AWq2O1Ts7O,1,1
155,https://t.co/81dtZ7EN04 mensch Wendler halt doch einfach die Klappe dein Mund ist schon ganz braun vor lauter Scheisse labern   bleib am besten dort wo du jetzt bist weil  Deutschland braucht dich nicht du Versager,1,1
4477,"   Dadurch das Neuer diese Binde trug fühlte ich mich überhaupt nicht diskriminiert. 
Wie Kleingeistig durchgeknallt muß man sein um auf solch einen Gedanken zu kommen?",1,1
1822,  Richtig. Nur dass Querdenker von sich aus schon mit einer absurden und menschenfeindlichen Motivation auf die Straße gehen. Da fügt sich dann das eine zum passenden anderen.,1,1
2087," Lade alle, die das denken, nach MV ein, wir zeigen Wegweiser nach Braunau mitten im Dorf, erzählen von Nazi-Unternehmensnetzwerken und nehmen dahin mit, wo die AfD 47% bei Wahlen holt. Und als Sahnehäubchen Dorffeste, wo die Faschos selbstverständlich am Nachbartisch sitzen 🦦",1,1
1276," Gehts noch schlimmer Antifa auch noch, ist der Haufen von dem wir drangsaliert werden nicht kriminell genug?",1,1
817,"  Diesen Scheusalen traue ich mittlerweile alles zu 
Eltern wehrt Euch!
Keine Giftspritze!",1,1
849,"Nazis mit Teenagern zu symbolisieren ist GENAU DAS RICHTIGE. Denn das SIND SIE. Nicht das Teenager dumm wären (man muss hier ja manchmal für Idioten sowas noch extra erklären), sondern Teenager, bei denen es im Hirn nicht mehr VORWÄRTS (in Richtung ""Reife eines Erwachsenen"")...",1,1
3077,"Wenn Anne- Fresse Bärbock 🐻 bald an die Macht kommt wird gar nichts mehr bezahlbar sein❗Und das Bundesverfassungsgericht ist von dem grünfaschistischen Müll so unterwandert worden, dass die BRD Personen keine Chance mehr haben menschenwürdig zu Leben❗ https://t.co/pxc2Y5NaVd https://t.co/HmHEqLPvFP",1,1
2250,"   Hass und Hetze lebt nun mal bei den Spezial-Demokraten.
Ich schätze, die sogenannten Persönlichkeitsstörungen finden sich eher beim Ersteller dieses Postings ..🥳
Frau Dr. A. Weidel wäre die perfekte Bundeskanzlerin 💙
https://t.co/SxpbGwS4LI",1,1
2255,"  … Sie sprechen sicher vom massenhypnotischen Phänomen Covid 19, dem die primitiven Nachkommen unserer Vorfahren hirnlos folgen.",1,1
3377,"    Heidrich war General der Fallschirmjäger..
Aber Himmler passt zu dir echt gut. 😄",1,1
4991, Bissl einseitige Sichtweise..  Israel hat genau so eine rassistische extremistische Regierung..  und diskriminiert Palästinenser! Dort sind natürlich  mindestens genau so viele Extremisten und Rassisten. Und Angriffe..  wieviele Angriffe hat Israel auf andere Länder geflogen?,1,1
1390," Wer mit den Nazis gemeinsam läuft und mit den Querdenkern zu Tisch sitzt, kann sich nicht mehr sauber waschen. 

Wenn die Pandemie rum ist, können Sie weiter zuhause auf dem Sofa sitzen bleiben, weil Sie #Kassengift sind und auch bleiben werden. 

Das Leben ist hart.",1,1
3865," AfD  würgt  
Spuckendes Gesicht
Spuckendes Gesicht  AfD  würgt - genau, würgen sollte man die! Bis sie blau anlaufen, und der doctor kommt...",1,1
3584," Herr Dummschuster, muss man ihnen erst die einfachsten medizinischen Dinge erklären. Wenn ein Autofahrer einen Unfall hat und durch die Verletzungen 10 Wochenen im Koma liegt bevor er verstirbt, dann ist er auf Grund des Autounfall gestorben. Genauso ist es bei Corona Patienten.",1,1
4662,"Umstrittene Verkehrsthemen: Baerbock befürwortet Benzinpreiserhöhung um 16 Cent

Niemals #Gruene wählen.
Niemals!
🤢🤮🤢🤮🤢🤮🤢🤮🤢🤮

https://t.co/N2zVdX1gyG",1,1
863," Das sind doch bloß harmlose Aktivisten. 
Die gefährlichen Terroristen sind alle bei den Querdenker und nur dort und sonst nirgendwo sind sie so gefährlich die Terroristen.",1,1
2198," Was ein unglaublicher Tweet. Der Senat lässt zu, daß Nazis und Covididioten demonstrieren und kein Bull holt den Knüppel raus, kaum aber ein Linke Demo, wird der Knüppel geschwungen. Bravo, rot-grün ich spuck auf euch",1,1
132, Gegen diese braune Scheiße mit/ durch und #Maaßen ist die #Noafd  nur ein feuchter Furtz .,1,1
3446,"Und abgesehen vom Totschlagargument ""Aber die Kinder!"", auch bestens aus der Querdenker-Ecke bekannt: Wenn sie die Lockdowns für ineffektiv halten, machen Sie doch lieber positive Werbung für einen effektiven kurzen Lockdown mit #NoCovid, statt zu spalten und zu verunsichern. https://t.co/In72YoDe2Y",1,1
937,"  Gehörst du eigentlich zur Masse der Mitläufer in eurem Todeskult, zu den wahrscheinlich gut bezahlten Durchseuchungspropagandisten oder zur Elite der #Coronazis (eher nicht, schätze ich). Und wer hat dieses Mal die Dogwhistle geblasen, mich zu stalken?",1,1
1336,"  Diese ganze ""Wahndemie"" hat sich ständig selbst demontiert, man kann doch über diesen Zirkus hier nur noch lachen. Verstehe den Einwand nicht, fühlst dich wohl vom ""Untertanengeist"" angesprochen, armer Bub.",1,1
4201,"Mikah : Sie betet zu Gott das dem Weißen Menschen der Atem genommen wird. Sterbt einfach alle aus. Sterbt. keiner hat das Rückgrat eure ekelhaften Nationen u. Staatengemeinschaften zu stürzen. Ihr seid die Minderheit, die  Abfuckt. Fallt bitte TOD um. Rassismus pur https://t.co/hm1WEw5Dqg",1,1
2933,"    Wie nennt man sonst eine Partei, die Flüchtlinge vergasen will, Holocaust- Leugner und Faschisten beherbergt?",1,1
